PERSONAS DETENIDAS E INVESTIGADAS;
(POR DISTRITOS);
DISTRITOS;PERSONAS DETENIDAS E INVESTIGADAS
CENTRO;194
ARGANZUELA;33
RETIRO;16
SALAMANCA;63
CHAMARTÍN;29
TETUÁN;28
CHAMBERÍ;22
FUENCARRAL - EL PARDO;23
MONCLOA - ARAVACA;39
LATINA;30
CARABANCHEL;65
USERA;28
PUENTE DE VALLECAS;92
MORATALAZ;9
CIUDAD LINEAL;38
HORTALEZA;23
VILLAVERDE;21
VILLA DE VALLECAS;25
VICÁLVARO;13
SAN BLAS - CANILLEJAS;64
BARAJAS;0
SIN DISTRITO ASIGNADO;6
